iter	Logloss
154	0.155886535
155	0.1553190626
156	0.1547232673
157	0.1542346837
158	0.1535531076
159	0.1527759138
160	0.1523563441
161	0.1516887429
162	0.1509016813
163	0.1503078303
164	0.1500090865
165	0.1495067366
166	0.1487568048
167	0.1483497276
168	0.1479464065
169	0.1473225721
170	0.1465166773
171	0.1460743842
172	0.1455965336
173	0.1450764858
174	0.1447363963
175	0.1444415034
176	0.1437531653
177	0.1431479311
178	0.1425634893
179	0.1421077534
180	0.141196787
181	0.1401915585
182	0.1393659375
183	0.1389892945
184	0.1383436843
185	0.1377952484
186	0.1374188122
187	0.1372122989
188	0.1361576142
189	0.1355059269
190	0.1350381073
191	0.1343580621
192	0.133348088
193	0.1327816635
194	0.1318714751
195	0.1313321737
196	0.1308372502
197	0.1303716823
198	0.1296452952
199	0.1288988371
200	0.1282284011
201	0.1276260955
202	0.1273296642
203	0.1267412645
204	0.1260147953
205	0.1251940745
206	0.1246703263
207	0.124110854
208	0.1237251171
209	0.1227585304
210	0.1220409308
211	0.1213794237
212	0.1205800241
213	0.1201740131
214	0.1197247467
215	0.119290207
216	0.1191525472
217	0.1187313935
218	0.1183907491
219	0.1178353519
220	0.1172656782
221	0.1168518995
222	0.1161622148
223	0.1156551391
224	0.1152654642
225	0.1147023174
226	0.1140841096
227	0.1134408605
228	0.1131144516
229	0.1123980163
230	0.1120572406
231	0.1117157363
232	0.1113917979
233	0.111198517
234	0.1106457818
235	0.1103428055
236	0.1100157904
237	0.1095522972
238	0.1091142741
239	0.1089252712
240	0.1082191801
241	0.1073855755
242	0.1067159857
243	0.1059467566
244	0.1051307017
245	0.1047912821
246	0.1046288851
247	0.1042446255
248	0.1036851528
249	0.1031703048
250	0.1025094892
251	0.1019806505
252	0.1016271477
253	0.1012282644
254	0.101046813
255	0.1003377225
256	0.09999931231
257	0.09932228891
258	0.09886319654
259	0.09841459569
260	0.09833198587
261	0.09799066293
262	0.09774121483
263	0.09744984293
264	0.09706902277
265	0.09646161735
266	0.09595498268
267	0.095514143
268	0.09529867024
269	0.09497540463
270	0.09451839905
271	0.09413644712
272	0.09383938275
273	0.09331568096
274	0.09297269403
275	0.09261315264
276	0.09216034662
277	0.09173133702
278	0.0913411051
279	0.0907052361
280	0.09028721503
281	0.08999344807
282	0.08942714598
283	0.08904200524
284	0.08867600374
285	0.08836786412
286	0.08799997507
287	0.08764853508
288	0.08734286822
289	0.08691160534
290	0.08622673548
291	0.08578728375
292	0.08545123395
293	0.08490114497
294	0.08442671415
295	0.08407970313
296	0.08367912254
297	0.08327472473
298	0.08302985224
299	0.08251155923
300	0.08213195962
301	0.08183352087
302	0.08157245222
303	0.08119233434
304	0.08072179936
305	0.08045574279
306	0.08004530477
307	0.07970207538
308	0.07935640649
309	0.07908114774
310	0.07865689278
311	0.0784757631
312	0.07800241787
313	0.07770782598
314	0.07750132661
315	0.07739229074
316	0.07670348934
317	0.0764507632
318	0.07599717027
319	0.07578772038
320	0.07537088934
321	0.07504341178
322	0.07492749907
323	0.0746660878
324	0.07433898551
325	0.07418721321
326	0.07392662906
327	0.07359965852
328	0.07340165303
329	0.07295401593
330	0.07272117578
331	0.07267325354
332	0.07234940819
333	0.07195395348
334	0.07179564425
335	0.07145883949
336	0.07117992539
337	0.07090158303
338	0.07073996533
339	0.07043940766
340	0.07023171474
341	0.06980237612
342	0.06953483114
343	0.06923969833
344	0.06889298641
345	0.06859337845
346	0.06837789775
347	0.06804853195
348	0.06773659283
349	0.06739835698
350	0.06713529516
351	0.06687849181
352	0.06639250823
353	0.06613277737
354	0.06586529861
355	0.06552289429
356	0.06529441237
357	0.06508169517
358	0.06488187542
359	0.0646487685
360	0.0643446179
361	0.06423602423
362	0.06397657514
363	0.0636239401
364	0.06334307403
365	0.06298561913
366	0.0628545744
367	0.06253169895
368	0.06235574012
369	0.06211226724
370	0.06192197157
371	0.06163251132
372	0.06143456008
373	0.06125366342
374	0.06095086685
375	0.06071981704
376	0.06045378777
377	0.06010330286
378	0.05981193008
379	0.05958577964
380	0.05941863765
381	0.05922710823
382	0.05905403937
383	0.05881397614
384	0.05859438986
385	0.05837816522
386	0.05819921014
387	0.0579456865
388	0.05778543438
389	0.05768081456
390	0.05742902213
391	0.05722335619
392	0.05700499427
393	0.05675608119
394	0.0565408833
395	0.05634055168
396	0.05613426223
397	0.05595250691
398	0.05589135412
399	0.05575701438
400	0.05562584068
401	0.05538474577
402	0.0552342766
403	0.05486649926
404	0.05468768003
405	0.0545056833
406	0.05429274838
407	0.05407115468
408	0.05381092614
409	0.05357142007
410	0.05327821997
411	0.05302217116
412	0.05286367067
413	0.05258909367
414	0.05252302813
415	0.05227645771
416	0.0521798174
417	0.05196732597
418	0.0517909957
419	0.05161518457
420	0.05140036067
421	0.05120993743
422	0.05093859024
423	0.05080453531
424	0.05049485941
425	0.05029920535
426	0.0500952961
427	0.05002227104
428	0.04989588561
429	0.04982944307
430	0.04969091316
431	0.04955259885
432	0.04941180926
433	0.04920206873
434	0.04893566625
435	0.04867621933
436	0.04853892472
437	0.04840305666
438	0.04822116187
439	0.04805951369
440	0.0478504886
441	0.04766828802
442	0.04748699915
443	0.04732344472
444	0.04720211146
445	0.046965721
446	0.04677295601
447	0.04663793624
448	0.04647417275
449	0.04639159236
450	0.04629798462
451	0.04615900052
452	0.04594589252
453	0.04562983376
454	0.04554203437
455	0.04538544595
456	0.04522276293
457	0.0451087145
458	0.04494048728
459	0.04474758299
460	0.04453506865
461	0.04435104505
462	0.04426760844
463	0.04418949375
464	0.04404330302
465	0.04383236771
466	0.04368816479
467	0.04361611625
468	0.0434407946
469	0.04322419727
470	0.04317171061
471	0.04298411477
472	0.0428338257
473	0.04277085821
474	0.04261263719
475	0.0424180242
476	0.04227036898
477	0.04210132728
478	0.0419560607
479	0.04170319427
480	0.04158493794
481	0.04153050115
482	0.0413897255
483	0.04132107596
484	0.04123833938
485	0.04104260813
486	0.04085226404
487	0.04080098565
488	0.04067678132
489	0.04051039776
490	0.0404183505
491	0.04021218908
492	0.04004538935
493	0.03999676014
494	0.03980904662
495	0.03962495468
496	0.03954005309
497	0.03940508355
498	0.03929120848
499	0.03918281219
